find src/java/core -name "*.java" | xargs wc | sort -n &&  find src/java/core -name "*.scala" | xargs wc | sort -n
      39      99    1525 src/java/core/leapstream/scoreboard/pylons/status/core/DefaultStatusPylonWirerFu.java
      39     121    1523 src/java/core/leapstream/scoreboard/core/entry/Main.java
      41     101    1182 src/java/core/leapstream/scoreboard/pylons/score/push/AudioScorePusher.java
      41     114    1526 src/java/core/leapstream/scoreboard/pylons/score/core/DefaultUiThing.java
      42     100    1504 src/java/core/leapstream/scoreboard/alien/net/protocol/https/HttpsSocketMaster.java
      42     104    1306 src/java/core/leapstream/scoreboard/alien/aqueduct/DefaultResivoir.java
      43      89    1040 src/java/core/leapstream/scoreboard/pylons/score/ui/comp/DefaultDialColors.java
      43     122    1368 src/java/core/leapstream/scoreboard/alien/gunge/DefaultStringSlurper.java
      44     105    1391 src/java/core/leapstream/scoreboard/core/entry/DefaultScoreboardArguments.java
      44     134    1328 src/java/core/leapstream/scoreboard/core/ui/key/KeyWeb.java
      45      99    1314 src/java/core/leapstream/scoreboard/core/ui/widgets/DefaultBoard.java
      46      98    1200 src/java/core/leapstream/scoreboard/pylons/score/ui/comp/DefaultTitle.java
      46     107    1092 src/java/core/leapstream/scoreboard/alien/ui/swing/containers/DefaultFailable.java
      46     131    1818 src/java/core/leapstream/scoreboard/pylons/score/core/HubWeb.java
      47     112    1700 src/java/core/leapstream/scoreboard/pylons/score/ui/lf/DefaultPropDefs.java
      48     118    1563 src/java/core/leapstream/scoreboard/pylons/score/push/PeggedUiScorePusher.java
      48     202    1543 src/java/core/leapstream/scoreboard/pylons/score/ui/layout/DefaultLayoutDud.java
      49     155    1377 src/java/core/leapstream/scoreboard/alien/clobber/read/lex/DefaultScanner.java
      51     164    1354 src/java/core/leapstream/scoreboard/alien/ui/swing/pear/Frame.java
      52     146    1555 src/java/core/leapstream/scoreboard/alien/script/DefaultScript.java
      54     111    1328 src/java/core/leapstream/scoreboard/pylons/score/ui/comp/DefaultPeg.java
      54     156    1562 src/java/core/leapstream/scoreboard/core/gunge/DefaultHistorian.java
      54     160    1757 src/java/core/leapstream/scoreboard/pylons/score/ui/wire/DefaultLayout.java
      55     137    1440 src/java/core/leapstream/scoreboard/core/ui/widgets/DefaultNavigableTiles.java
      57     133    1450 src/java/core/leapstream/scoreboard/pylons/score/state/DefaultScoreDelta.java
      57     163    1694 src/java/core/leapstream/scoreboard/alien/clobber/read/lex/DefaultTokenStream.java
      58     125    1737 src/java/core/leapstream/scoreboard/pylons/score/ui/comp/DefaultFreshness.java
      58     148    1966 src/java/core/leapstream/scoreboard/core/config/script/DefaultConfiguratorFu.java
      61     173    2203 src/java/core/leapstream/scoreboard/core/ui/layout/DefaultBoardLayoutManager.java
      67     172    1677 src/java/core/leapstream/scoreboard/core/ui/key/PumpingKeyListener.java
      67     233    2182 src/java/core/leapstream/scoreboard/alien/ui/gunge/layout/DefaultLayoutDude.java
      67     282    2184 src/java/core/leapstream/scoreboard/alien/ui/gunge/image/ScalableImageIcon.java
      69     188    2215 src/java/core/leapstream/scoreboard/pylons/score/ui/comp/DefaultStatus.java
      71     207    2942 src/java/core/leapstream/scoreboard/pylons/image/core/DefaultImagePylonWirerFu.java
      74     213    2470 src/java/core/leapstream/scoreboard/alien/clobber/read/lex/DefaultSimpleLexer.java
      78     203    2439 src/java/core/leapstream/scoreboard/core/entry/ScoreboardGo.java
      79     178    2126 src/java/core/leapstream/scoreboard/pylons/score/ui/comp/StatusDial.java
      79     214    2209 src/java/core/leapstream/scoreboard/pylons/score/ui/comp/DefaultPegs.java
      83     173    2503 src/java/core/leapstream/scoreboard/core/ui/fail/DefaultJollyRoger.java
     102     261    2977 src/java/core/leapstream/scoreboard/alien/clobber/read/lex/DefaultLexer.java
     105     230    2623 src/java/core/leapstream/scoreboard/pylons/score/ui/comp/PeggedDial.java
     109     306    2711 src/java/core/leapstream/scoreboard/alien/ui/swing/pear/_Label.java
     126     355    4303 src/java/core/leapstream/scoreboard/alien/clobber/read/parse/ImmutableParser.java
     127     309    5075 src/java/core/leapstream/scoreboard/core/ioc/ScoreboardWeb.java
     127     364    4246 src/java/core/leapstream/scoreboard/alien/clobber/read/lex/DefaultNuLexer.java
    7166   18650  216132 total
